Absolute Magnitude,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
19.8,14.70782466,73502408,1,0.455968,4.102,0.259015254,1.655322902,28.3301594,1.263980206,777.8977446,1.22656902,92.42436734,2.084076783,2458297.31,222.6404077,0.462785761,0
18.8,4.637980019,73780416,0,0.0739601,4.039,0.447368594,1.722396201,8.28499197,335.1813754,825.6538595,0.951850235,115.1619825,2.492942168,2457645.671,154.7119901,0.436018067,0
23.7,8.778407738,5118994.5,7,0.0313945,2.963,0.64260279,2.829977576,5.858230131,157.0203468,1738.893236,1.011426089,344.5118533,4.648529062,2458717.332,211.5956009,0.207028236,0
20.6,34.56997688,72036960,3,0.0281473,6.681,0.620525213,0.860740016,4.559941011,293.9197687,291.679843,0.326629134,63.07430147,1.394850897,2458122.997,208.8110789,1.234229957,1
20.2,23.29426155,54299924,0,0.145704,4.123,0.761895153,1.449375443,38.84001533,170.1171686,637.3379438,0.345103318,224.5214308,2.553647568,2457735.547,149.6584581,0.56484947,0
20.2,31.14816997,27044156,6,0.0167221,2.848,0.887698899,2.187454519,38.16875327,174.1136615,1181.699291,0.24565355,234.7814639,4.129255488,2457583.979,126.8913999,0.304646032,1
26,7.615658051,60866580,8,0.0228772,4.916,0.307454985,1.309047643,9.69589239,335.2063594,547.0557744,0.90657442,294.418777,1.711520867,2455381.135,41.04073849,0.658068184,0
22.3,11.87226132,5193250,1,0.0322554,5.373,0.247849822,1.154506583,18.46015761,344.1789032,453.0989411,0.868362332,258.148119,1.440650834,2458045.182,324.4988625,0.794528451,0
18.3,14.29990363,45907348,1,0.216928,3.068,0.561572366,2.682523332,18.25976161,160.1661316,1604.773296,1.176092358,30.29227631,4.188954306,2458481.231,252.1572887,0.224330752,0
23.9,13.32405647,60046620,4,0.0180031,6.141,0.350799306,0.97170922,13.75094367,67.52576523,349.8669445,0.6308343,117.7802379,1.31258414,2458071.731,286.7057937,1.028962598,0
25.4,26.32457475,67710872,5,0.0180205,6.776,0.436643209,0.860363382,5.737833579,54.03580708,291.4884183,0.484691554,326.0980793,1.236035209,2458119.171,213.4369485,1.235040494,0
24.1,10.6061248,41448456,7,0.0550164,5.38,0.143624356,1.16489981,12.91813945,123.434374,459.2310968,0.997591826,113.5370965,1.332207795,2458077.802,299.401805,0.783919039,0
21,5.044277043,62094648,5,0.225863,4.936,0.092216831,1.317611682,9.979999666,276.647255,552.4329596,1.196105708,142.4037257,1.439117656,2457869.822,85.15803755,0.651662783,0
20.984,5.043754328,62081976,4,0.225872,4.936,0.092201533,1.31760381,9.979611082,276.6458841,552.4280091,1.196118719,142.4074053,1.439088901,2457869.819,85.16080304,0.651668623,0
23.1,8.514900802,11780536,0,0.0227541,3.691,0.494928108,1.988653553,0.885169508,85.23176685,1024.323467,1.004413012,59.33568223,2.972894093,2458320.513,247.5307954,0.351451481,0
21.1,19.2109731,56191460,4,0.179884,6.237,0.294112488,0.944607182,26.56200207,325.6734167,335.3322257,0.666786414,195.9871964,1.22242795,2457950.085,54.12316785,1.073562194,0
22,13.31320239,61866852,7,0.1105,4.898,0.186315796,1.296696356,25.49686008,2.976721502,539.3315947,1.055101342,49.61523111,1.53829137,2457809.422,127.5433457,0.667492881,0
20.5,13.42178327,35408372,1,0.112896,4.227,0.364386945,1.621542248,11.80515174,343.5874423,754.2074698,1.030673423,234.7468759,2.212411073,2458316.963,208.9449894,0.477322241,0
19.8,24.87011541,60100484,3,0.0957247,3.284,0.625650675,2.305717014,8.634052606,60.47088105,1278.814151,0.863143609,186.7055879,3.748290419,2457870.71,36.53735984,0.281510804,0
21,9.689549658,29744552,3,0.0607186,6.869,0.358281192,0.848299156,12.75020072,232.8171874,285.3789788,0.544369523,157.7599796,1.15222879,2458036.744,314.2790595,1.261480441,0
24.858,10.39912993,48302292,7,0.0500421,5.093,0.169027891,1.259373724,7.660929723,185.989624,516.2147012,1.04650444,358.9567229,1.472243008,2457840.686,111.4515066,0.697384246,0
22.204,12.04417742,16558046,3,0.108564,6.466,0.317508594,0.911154356,17.90074249,8.988024203,317.67743,0.621855017,28.41397553,1.200453695,2458037.557,318.0062358,1.133224982,0
25.2,4.135304259,9644077,8,0.0601964,4.509,0.29260142,1.491205373,5.081742985,190.3262265,665.1270594,1.054876564,346.9760924,1.927534182,2455272.679,13.97569264,0.541249969,0
19.4,14.86449635,38265956,0,0.00329405,5.353,0.675518739,1.113823693,3.056680155,189.9762296,429.361505,0.361414917,230.933757,1.866232469,2457791.16,175.5223789,0.8384543,1
21.8,13.59994797,33488020,0,0.0436135,4.155,0.502997133,1.598458759,20.07496489,154.9054498,738.1601242,0.794438586,101.7625655,2.402478933,2458292.552,217.5663536,0.487699062,1
23.8,6.481826677,57657840,8,0.0197548,5.106,0.306165836,1.245993076,3.569146797,165.9469609,508.0095424,0.864512564,264.5507415,1.627473587,2455156.015,313.5731189,0.708648106,0
26,7.330465318,8859057,7,0.0619617,2.962,0.631969202,2.875628352,0.34625193,22.43770174,1781.13797,1.058319798,162.6324531,4.692936905,2458838.86,190.5523349,0.202117975,0
19.6,16.99822908,47005428,0,0.29851,3.861,0.635692632,1.726451139,17.7794331,118.549793,828.5712583,0.628958871,359.9298219,2.823943407,2457731.006,117.0907307,0.434482848,0
24.3,6.873315416,37969672,5,0.128759,5.315,0.0442888,1.187659779,12.08397948,345.3428013,472.7554025,1.135059752,12.77837951,1.240259806,2457871.121,98.52158844,0.761493149,0
25.8,11.25141785,17826038,7,0.00878977,3.553,0.523149887,2.087845108,10.65483944,159.6849639,1101.909282,0.995589175,353.2081685,3.180101041,2458544.39,182.3081738,0.326705661,0
26.3,23.42945617,68575840,7,0.00155558,7.471,0.375131437,0.768504442,10.61402198,189.4290074,246.0752871,0.480214266,206.3336354,1.056794619,2457934.763,96.17078023,1.4629669,0
25.9,9.699213,1094931.625,7,0.00607676,4.105,0.450359109,1.682958568,3.71268588,24.78256762,797.4593663,0.925022847,215.1469338,2.440894288,2457720.046,126.606591,0.451433659,0
20.5,28.96958653,51770616,1,0.256539,3.975,0.287620225,1.554413315,53.15226136,199.9294586,707.861331,1.107332607,64.84025306,2.001494022,2458183.474,266.9440231,0.508574186,0
21.6,14.70959682,28173622,7,0.118253,4.767,0.586961157,1.313642263,8.036258791,314.8285193,549.9384629,0.542585281,341.444592,2.084699246,2458100.731,294.3871144,0.654618697,0
28.1,24.31282613,73092000,7,0.00316976,4.276,0.428978415,1.586131828,3.437944922,46.50941444,729.6378366,0.905715511,231.8171465,2.266548146,2458286.43,218.9234416,0.493395465,0
19.6,6.520731957,27770922,0,0.105939,5.27,0.192617864,1.196362503,12.00358403,214.1169811,477.9611704,0.965921713,265.0268082,1.426803293,2458077.557,301.9610259,0.75319926,0
19,14.85908253,25321602,0,0.105547,6.599,0.499365908,0.874636234,23.74080552,32.61481696,298.7718147,0.437872718,28.16835413,1.311399751,2457902.648,117.9052364,1.204932936,0
21.1,10.71752072,65436292,1,0.12718,4.876,0.37838931,1.300605021,18.88146209,58.98886139,541.7720131,0.808469985,32.9719246,1.792740058,2457895.445,69.807812,0.664486152,0
22.4,10.52543585,27070098,0,0.0179445,5.566,0.107319944,1.114015102,13.27133881,211.4593747,429.4721873,0.994459063,44.61903612,1.23357114,2457916.671,70.26882607,0.838238216,0
25.8,6.897076463,3110031.5,7,0.0178331,4.422,0.35699042,1.523394891,5.426813678,21.02458488,686.7792561,0.97955751,218.1154707,2.067232272,2458080.249,318.19683,0.524185896,0
25,25.09584493,2871566.5,9,0.0172711,4.235,0.743100768,1.47584912,5.22861734,200.936552,654.879458,0.379144505,128.3571194,2.572553735,2455356.735,331.2853397,0.549719487,0
23.6,4.991804566,16050020,7,0.107505,3.809,0.441486841,1.908913298,4.841431521,121.2768013,963.3358709,1.066153196,87.63125056,2.7516734,2458197.81,286.2650379,0.373701438,0
20.6,9.640797108,42457052,3,0.00112508,6.28,0.049830313,0.9568202,10.59425476,35.14318181,341.8565695,0.90914155,350.7115524,1.004498851,2457883.478,123.2329889,1.053073224,1
22,9.573860835,62612644,4,0.0609457,5.764,0.346611685,1.05750513,3.620378741,215.3663681,397.2118086,0.690961495,175.8445221,1.424048765,2457890.3,99.87650055,0.906317467,0
22.3,12.57539215,45198672,5,0.0397056,6.904,0.547842825,0.832594209,12.07271971,350.1835139,277.490747,0.376463446,29.80164265,1.288724973,2457922.307,101.4432713,1.297340556,0
25.6,13.25372119,43161020,6,0.00551963,5.973,0.107810973,1.016434696,13.70600989,220.6893525,374.2981226,0.906851882,259.6686405,1.12601751,2457863.763,131.5137031,0.961800175,0
19.4,17.45580762,34733172,1,0.0530727,4.604,0.384509027,1.373730203,30.61151304,213.3721083,588.0992116,0.845518539,106.0723086,1.901941867,2457758.485,148.1473618,0.612141613,0
23.4,8.993057687,9736357,0,0.0617594,5.483,0.166058043,1.131177801,16.195041,233.3382121,439.435094,0.943336629,276.357921,1.319018974,2457885.84,93.93298678,0.819233614,0
28,3.340736374,21105946,4,0.00193815,6.328,0.127339996,0.949415572,1.154579118,198.1029365,337.8959237,0.828516997,305.0126077,1.070314147,2457951.491,52.2154303,1.065416819,0
21.5,12.31210565,31413918,0,0.01411,6.446,0.181380668,0.918415243,19.192092,224.1071101,321.4822889,0.751832473,310.2062649,1.084998013,2457860.737,156.5087651,1.119812856,1
23.4,3.21014556,39435120,6,0.194385,4.689,0.20886967,1.411882926,9.899833401,287.8736045,612.7685347,1.116983405,248.8014221,1.706782447,2457713.273,168.7449201,0.587497529,0
25.1,15.61284282,50695372,2,0.132242,6.071,0.213240993,0.991779316,14.83781282,72.48691883,360.7621754,0.78029131,27.62469614,1.203267323,2458124.426,236.3362,0.997887319,0
27,8.450206663,697501.5625,6,0.00406748,5.204,0.293154891,1.215651437,2.521330956,222.3648268,489.566879,0.859277273,74.97655954,1.572025601,2457827.884,126.9318017,0.735343863,0
16.3,17.19353448,56455896,0,0.205902,7.666,0.322149302,0.741081036,25.6178074,103.8991143,233.0220273,0.502342297,252.9324201,0.979819774,2457947.567,81.77701987,1.544918324,0
18.1,19.92526369,24119926,0,0.00139343,4.488,0.731239999,1.372939874,5.038568661,0.138229774,587.5917701,0.368991322,120.6883821,2.376888426,2458219.831,225.6222851,0.612670256,1
19.8,11.45506815,52317644,0,0.220449,2.93,0.591902826,2.958784938,15.57597584,87.62465165,1858.953497,1.207471773,151.3573413,4.710098104,2457169.16,160.9950408,0.193657346,0
22.4,17.7146895,21012622,1,0.00341163,7.733,0.582092867,0.730034242,6.604606155,359.2873159,227.8312398,0.305086517,29.56892378,1.154981967,2457898.856,160.60904,1.580116934,0
17.233,16.67566093,42108564,6,0.0645165,3.96,0.476669603,1.763436498,9.584811079,350.562675,855.3387834,0.922859923,183.3468841,2.604013072,2457860.897,58.75696442,0.420885861,0
21,29.39188775,55446012,2,0.164167,5.751,0.592063725,1.022048327,22.48814426,64.94457277,377.4031966,0.416930587,27.71113556,1.627166066,2457920.96,75.8722848,0.953886992,0
24.5,13.52762021,66278952,7,0.0322413,5.697,0.38254887,1.059671391,19.40646055,150.1939413,398.4329447,0.654295298,66.89756583,1.465047485,2458112.337,258.951037,0.903539742,0
23.3,8.039618983,17050418,8,0.0771494,5.933,0.228679522,1.023824789,10.10161965,257.6168812,378.3875928,0.789697026,53.77157241,1.257952552,2456524.822,125.2788926,0.951405402,0
18.4,21.53979702,74472152,0,0.282797,3.419,0.845545488,1.831463128,24.13390917,157.5734421,905.3066201,0.282877743,191.9839354,3.380048512,2458095.82,322.0955232,0.397655327,0
20.2,17.93139212,43967488,0,0.149695,5.19,0.068725586,1.178300003,35.39366676,62.03993962,467.1778515,1.097320645,97.4948525,1.259279361,2458029.727,337.4781388,0.770584476,0
25.9,7.882381513,38130516,6,0.0117849,6.459,0.188090215,0.923737721,3.780995327,218.5006491,324.2809557,0.749991694,45.29924566,1.097483747,2457948.832,57.35949132,1.110148449,0
24.1,13.57434764,18342640,9,0.0200444,7.266,0.605919134,0.78248327,2.216003341,94.87819462,252.8197618,0.308361685,296.6204631,1.256604855,2455413.268,246.4148494,1.423939321,0
19.6,18.84698958,36808664,2,0.0616621,6.214,0.325070073,0.951005747,23.37397956,212.3949196,338.7451916,0.64186224,282.5454837,1.260149255,2457992.418,8.589558165,1.062745713,0
18.1,17.45380778,40516816,0,0.0287437,4.081,0.462368338,1.691946667,5.833739622,352.1195029,803.8563204,0.909644098,333.1805647,2.474249236,2457811.203,84.77509269,0.447841226,1
24.5,4.128090744,42728476,6,0.0112537,5.268,0.205750859,1.201576767,4.278948795,202.8395567,481.0893142,0.954351315,307.4159385,1.448802219,2458120.688,270.0631626,0.7483018,0
24.6,6.83417653,10934808,7,0.0657764,6.315,0.156069765,0.947935238,11.65717453,87.80572636,337.1059582,0.799991208,19.14438733,1.095879268,2457922.704,83.07986184,1.067913489,0
27.9,23.17352024,71612288,3,0.00229886,7.319,0.364229599,0.789175209,1.598096349,125.4813532,256.0699271,0.501734239,328.8557371,1.076616179,2458088.19,236.7193298,1.405865984,0
24,12.33301699,60207800,4,0.10079,4.347,0.302524735,1.577234643,3.254478509,183.896149,723.5072515,1.100082151,46.33946479,2.054387136,2458242.878,239.3984183,0.497576215,0
20.5,24.330448,46574580,1,0.154706,6.085,0.540517802,0.968377582,11.22419548,128.2836975,348.0691375,0.444952259,358.5166597,1.491802904,2458091.375,266.0102798,1.034277278,0
20.8,25.35125549,47771048,6,0.12919,2.34,0.683354961,3.603392042,42.46097712,97.39087257,2498.421448,1.140996215,171.6199991,6.065787869,2457825.038,25.28256147,0.144090982,0
26.6,15.04665891,41658784,6,0.0141892,6.585,0.265981059,0.899051248,5.591298209,356.0648758,311.3688045,0.659920645,44.75272725,1.13818185,2457936.735,73.72403841,1.156185189,0
19.9,15.25496132,42346304,0,0.0643258,4.982,0.246899818,1.285577428,14.01266605,88.50663491,532.4094856,0.968168594,113.3646126,1.602986261,2457451.363,100.8422475,0.676171274,0
20.4,18.48537415,63714780,2,0.200139,3.521,0.507864776,1.938100119,37.33564756,284.4727598,985.5138664,0.953807336,285.5586294,2.922392902,2458252.416,267.9771255,0.365291664,0
20.3,19.71188852,73354112,7,0.178793,3.768,0.450248332,1.757915162,38.87883927,69.55242857,851.3248194,0.966416793,292.7658528,2.549413532,2458020.27,351.6399245,0.422870321,0
27.3,14.50956039,46682360,7,0.0109704,5.266,0.236383373,1.193139621,13.44277211,304.342483,476.0311019,0.911101253,236.6181852,1.47517799,2458158.127,240.7941634,0.756253107,0
21.6,10.53505703,63342280,2,0.0409175,5.959,0.423313501,1.007466398,4.773717283,128.0520481,369.3552545,0.58099227,324.7548505,1.433940526,2457777.421,187.5603562,0.974671392,1
21.5,10.53502845,63342076,1,0.0409294,5.959,0.423347702,1.007452536,4.774411822,128.0258111,369.3476317,0.58094982,324.7389769,1.433955252,2458146.754,217.4471749,0.974691508,1
19.9,15.25495589,42346284,0,0.0647323,4.982,0.246945251,1.285529414,14.01328687,88.50034523,532.3796595,0.96807403,113.3836032,1.602984798,2457983.785,11.30260877,0.676209156,0
26.2,15.96406415,36008040,7,0.00375541,5.846,0.269225204,1.040565531,10.95070046,263.0679128,387.7060521,0.760419063,275.28888,1.320711999,2458031.969,330.7797132,0.92853851,0
25.1,25.61518901,73231440,7,0.00540056,5.375,0.376812415,1.155512719,2.425913637,270.4029057,453.6913743,0.720101182,259.1860544,1.590924257,2458052.556,318.6943648,0.793490951,0
21.8,14.28511839,65654588,6,0.104424,5.361,0.040578591,1.163775651,19.72805456,296.772978,458.5665018,1.116551275,334.9401471,1.211000026,2458146.644,245.2688506,0.785055163,0
20.1,18.05155308,23740390,8,0.105279,3.883,0.679174885,1.706709762,6.921965969,224.0967295,814.40032,0.547555356,338.0450839,2.865864167,2454530.084,336.3135078,0.442043048,0
18.5,20.9360594,51062352,0,0.134651,6.345,0.274232155,0.913633576,36.28414633,109.0770213,318.9748956,0.663085871,346.8725461,1.16418128,2458055.409,298.0283623,1.128615465,0
22.2,13.45189921,63591704,1,0.00293641,6.672,0.262598778,0.879674516,17.4070447,50.82175743,301.3571103,0.648673063,230.0696064,1.110675968,2458099.811,241.3639369,1.194596005,1
19.3,17.15597069,3956026.5,0,0.000639127,2.816,0.686678913,2.929063147,17.57359889,292.7795914,1831.013426,0.91773725,319.4572023,4.940389043,2457193.492,158.6677626,0.196612431,1
24.5,8.671502533,39193068,6,0.000297692,5.942,0.254086879,1.02265841,5.341970296,213.1150111,377.7411674,0.762814326,100.9813705,1.282502494,2458053.457,309.5301308,0.953033535,0
23.2,7.857557514,18542888,7,0.038182,6.041,0.342678129,0.995873328,7.09148982,134.3475514,362.9982895,0.654609319,48.2635342,1.337137338,2457856.371,142.9385362,0.99174021,0
19.2,12.51417675,69637304,0,0.164048,3.604,0.444779845,2.108649058,4.720486633,283.3636155,1118.419901,1.170764458,35.12553571,3.046533659,2457633.46,349.390871,0.321882684,0
19.3,12.51417246,69637288,0,0.163875,3.604,0.444897453,2.108576507,4.720940316,283.3570395,1118.36218,1.170476189,35.11414109,3.046676825,2457633.458,118.1505733,0.321899297,0
25.8,9.860759304,43910928,6,0.0424494,6.642,0.193236277,0.891445511,7.580553673,127.6942725,307.4260258,0.719185899,156.422464,1.063705124,2457847.732,178.893467,1.171013414,0
24.8,5.580809424,45037208,4,0.0399229,5.541,0.19803721,1.122370611,6.389392292,167.8832461,434.3130272,0.900099467,271.6094563,1.344641755,2458161.239,226.7645078,0.828895238,0
20.5,14.55037069,37242828,2,0.00444533,3.212,0.669582949,2.348480842,3.327543724,232.8563776,1314.555599,0.775978113,69.48028898,3.920983571,2458026.587,352.8558425,0.273856808,1
24.7,7.641263261,6872481.5,7,0.0422991,2.962,0.63229764,2.872885463,0.536294361,160.635007,1778.590198,1.056366764,153.076657,4.689404163,2457194.661,163.1077964,0.202407502,0
22.9,8.243904118,24833776,6,0.139184,3.567,0.524622033,2.072834567,10.49177285,192.378715,1090.047418,0.985379883,98.73952941,3.160289252,2457573.805,140.9207214,0.330260862,0
21.7,7.371165514,23887630,2,0.0218662,6.638,0.211775291,0.888748646,14.23513589,324.4683825,306.0320104,0.700533643,130.9822703,1.07696365,2457978.002,26.46516405,1.176347532,1
24,13.4887919,51343116,8,0.0536338,5.353,0.215396174,1.14658599,27.2767126,141.4573425,448.4441604,0.899615754,77.87373481,1.393556225,2455307.061,306.5665418,0.802775533,0
24.5,11.38658819,53094816,7,0.104643,4.266,0.329387572,1.613940935,7.723807174,26.77682434,748.9104359,1.082328849,322.2042831,2.145553021,2457679.035,154.5278165,0.480698336,0
18.3,13.60459079,63927776,0,0.29933,3.672,0.453653456,1.923948703,26.79932092,289.4766843,974.7397112,1.051142725,102.1647913,2.796754681,2458423.909,203.6226095,0.369329366,0
23.9,13.75463347,44489124,3,0.0441378,5.987,0.159891936,1.016989884,4.250709974,167.5976211,374.604833,0.854381403,43.35217731,1.179598365,2457967.058,32.13821305,0.961012695,0
22.7,13.78103,7124669.5,0,0.0440685,5.422,0.148046816,1.133197833,25.92016783,144.6288523,440.6127195,0.965431502,108.4373717,1.300964165,2457999.8,0.571775402,0.817044048,0
19.1,19.53913191,36014416,2,0.204215,4.348,0.467847873,1.482650929,27.32771546,339.335852,659.4119268,0.788995845,344.0474577,2.176306013,2458061.798,326.5346978,0.54594099,0
20.6,27.18114767,44542916,1,0.147028,3.328,0.446586781,1.955320619,52.57008879,338.3059426,998.6778025,1.082100279,320.9974238,2.82854096,2458383.279,222.0169528,0.360476621,0
23.7,13.1401024,10066820,2,0.0208383,6.596,0.495946959,0.884084659,6.881150535,319.5386119,303.6261754,0.445625561,236.7409517,1.322543758,2458093.062,250.2518542,1.185668526,0
22.1,8.628721378,15653106,0,0.0520925,3.547,0.543403685,2.090784256,6.010985649,25.92136111,1104.236907,0.954644386,297.000699,3.226924125,2457634.115,119.447638,0.326016997,0
27.9,8.81033441,72171.95313,8,6.91E-05,4.822,0.314069219,1.347554403,6.100839923,346.1538784,571.3705973,0.924329044,310.8911904,1.770779761,2455407.563,28.94344799,0.630063923,0
27.2,8.41174604,2282175,8,0.015154,3.554,0.520654169,2.101845276,6.403326414,169.8817923,1113.011217,1.00751077,160.1139393,3.196179781,2455434.918,5.363486056,0.323446875,0
28.1,6.004170583,79384.41406,4,0.000625603,5.793,0.188232962,1.060462001,0.882742631,163.841225,398.8789278,0.860848097,267.558369,1.260075905,2457912.466,79.45367201,0.902529502,0
27.1,9.999598277,247714.4063,1,0.00108035,6.997,0.388447279,0.830728068,5.059664077,166.1544806,276.5583359,0.50803401,319.7961989,1.153422125,2458016.803,338.7787407,1.301714515,0
25.2,12.75154554,37370060,7,0.0321691,4.239,0.360867254,1.61064974,13.5519468,189.658695,746.6208045,1.029418991,189.0271366,2.19188049,2457704.77,142.5929963,0.482172473,0
19.3,12.35207596,51817648,1,0.277476,4.392,0.172126837,1.526431756,22.92227155,359.4627684,688.8339056,1.263691886,330.8092913,1.789171626,2458195.393,258.1447968,0.522622358,0
18.2,36.40335327,34023312,5,0.113972,3.426,0.718636878,1.811160236,47.60462243,342.2973422,890.2945996,0.509593698,248.0899014,3.112726774,2458069.055,332.2790015,0.404360534,0
24.3,7.34905085,5285043,7,0.017896,3.507,0.524841496,2.158802371,1.017438338,0.001940674,1158.557936,1.025773304,339.6385522,3.291831438,2457765.266,73.09456576,0.310731116,0
17.6,26.13861184,65464880,0,0.27964,4.338,0.187018817,1.383480515,55.29702911,358.701658,594.371528,1.124743626,280.2303897,1.642217405,2457719.695,170.0785423,0.605681771,0
20.2,26.33256292,52410152,6,0.0584764,2.788,0.605197235,2.680653525,42.1992698,8.785735395,1603.095719,1.058329423,355.98361,4.302977628,2458643.32,215.6447029,0.224565505,0
24,4.333280055,9192705,5,0.0603859,4.224,0.354328835,1.638417617,2.538573119,322.256521,766.0115893,1.057879011,39.6627919,2.218956222,2457762.016,112.0795154,0.46996678,0
26.4,16.49357188,25600618,7,0.00154557,4.232,0.464548527,1.593521452,9.54193865,184.6798236,734.7427311,0.853253408,238.4269038,2.333789495,2457707.924,143.3527251,0.48996742,0
24.4,19.7208312,17038518,7,0.0263565,6.898,0.368813536,0.827986492,34.14019069,172.2994322,275.1904159,0.522613866,326.8902132,1.133359119,2458012.78,343.9351252,1.308185094,0
29.4,20.54294586,65518984,5,0.000699108,5.876,0.259454179,1.037754314,2.325509781,191.5870727,386.1359596,0.76850462,276.140367,1.307004007,2458123.411,245.4081645,0.932314101,0
21.6,15.50970337,33278652,0,0.0311029,6.388,0.313273021,0.930771578,6.521490095,98.99926651,327.9918832,0.639185954,134.6677613,1.222357201,2458014.352,344.7964823,1.097588137,1
19.9,39.61481901,72554808,2,0.0298515,6.097,0.515313587,0.917674034,53.62974054,346.2809942,321.0931879,0.444784136,311.9479464,1.390563933,2458012.507,346.5377589,1.121169846,1
23.6,12.85048916,15485358,7,0.0861491,5.954,0.123992554,1.008238435,24.77533427,175.8704579,369.7799002,0.883224376,320.1370433,1.133252494,2458175.428,189.6989617,0.973552104,0
18.9,12.23327226,74368048,1,0.00780919,6.815,0.259185262,0.850826081,26.37052473,257.5633905,286.6550639,0.6303045,144.5011455,1.071347662,2458062.635,281.9665798,1.255864784,1
25.5,8.517946013,16678305,6,0.00013018,6.709,0.298858196,0.87743618,6.150387915,86.96685862,300.2076357,0.615207187,44.41499873,1.139665174,2457938.987,73.76512269,1.199170032,0
24.8,6.653829539,13383770,7,0.00636869,6.987,0.343897515,0.834459434,2.304434117,107.2553631,278.4237445,0.547490908,45.70486168,1.121427959,2458073.189,266.0140277,1.29299317,0
20.6,29.43028129,56382128,1,0.00776213,6.406,0.506730996,0.905332742,23.64366895,166.7216939,314.6377063,0.44657258,47.72096543,1.364092904,2457924.179,87.32489935,1.144173101,1
25.3,8.827821282,3675180.5,7,0.0235905,4.614,0.293930355,1.427908096,14.38957793,12.98108223,623.2306604,1.008202562,21.14370563,1.847613629,2457988.589,6.880192388,0.577635253,0
24.5,8.223668554,19388416,9,0.128749,4.557,0.22981823,1.460950422,15.28518477,13.21984776,644.9880139,1.125197381,10.57175347,1.796703462,2455486.641,356.5723201,0.558149907,0
16.05,23.32292216,59919208,0,0.149558,6.946,0.436512224,0.832041313,15.75597143,170.8848665,277.214385,0.468845109,355.9827741,1.195237516,2453600.981,104.5646159,1.298633908,0
21.4,16.40459424,33042372,2,0.0781464,5.845,0.391311197,1.027208608,17.70798528,153.247523,380.265042,0.625250378,126.0857326,1.429166839,2458088.091,277.0764678,0.946708112,0
23.9,5.737227489,16367227,5,0.109753,4.885,0.188758109,1.332263567,9.907646797,30.82511179,561.6731382,1.080788016,319.2782711,1.583739119,2458260.14,193.5858093,0.64094217,0
23.9,8.688985047,8889030,8,0.0481181,4.49,0.353183055,1.486495378,8.474792191,11.43780583,661.9783279,0.961490399,55.23735783,2.011500357,2455521.884,338.038142,0.54382445,0
20.7,10.56861797,25158516,7,0.104408,3.11,0.589751523,2.657423558,3.888950867,53.82597926,1582.302805,1.090203969,303.2420557,4.224643147,2458621.944,218.6111952,0.227516502,0
14.6,30.76009543,37523516,0,0.0987093,3.09,0.771578864,2.296847863,12.57662356,7.184375299,1271.442638,0.524648598,122.4044613,4.069047128,2458071.559,339.880239,0.283142935,0
20.8,9.894229518,42025988,0,0.0241636,6.099,0.279244562,0.988246123,4.669720186,342.9446181,358.8360815,0.712283767,56.11674908,1.264208479,2458009.865,350.604716,1.003243594,1
18.6,32.7070176,43136548,0,0.0675992,3.864,0.731879308,1.683140133,4.816227466,281.0132812,797.5884201,0.451284697,341.1454338,2.914995568,2457833.864,75.21288956,0.451360615,0
20.8,26.16055064,70740864,1,0.16299,6.001,0.503509014,0.975479835,26.95838378,15.78200254,351.9053516,0.484316946,328.1726794,1.466642725,2457934.219,67.80592563,1.023002345,0
25.2,4.989444196,13497601,0,0.0871549,3.613,0.47792576,2.078946115,0.827118202,182.3457807,1094.871815,1.085364213,199.283128,3.072528016,2457675.572,335.3159994,0.328805614,0
26.6,13.29062507,1685540.5,8,0.0108532,4.068,0.52503458,1.67460941,5.723385223,16.00870813,791.5324384,0.795381562,72.09528219,2.553837258,2455530.234,336.9252992,0.454813956,0
24.7,8.818544858,3054978,7,0.0189255,4.904,0.326854777,1.314549985,5.772929601,213.0504101,550.5085695,0.884883042,111.2796178,1.744216928,2458186.703,238.2343824,0.653940774,0
25.2,4.989442616,13497622,0,0.0885372,3.613,0.477729792,2.07885117,0.826860438,182.3087926,1094.796812,1.085722032,199.3835321,3.071980308,2457675.595,106.8378997,0.32882814,0
20.5,15.21353832,54473960,5,0.00624978,4.723,0.571488139,1.332799977,9.612285512,169.0116581,562.012392,0.571120599,258.2615725,2.094479354,2457755.592,156.8768443,0.640555271,1
20.2,10.25686872,26034334,0,0.0130652,4.304,0.376807321,1.573763859,11.68216017,169.5007234,721.1203945,0.980758115,196.9484161,2.166769603,2457645.295,177.3267775,0.499223157,1
24.4,27.44310799,68504712,7,0.00568196,8.152,0.534664385,0.690296796,3.59770024,185.5826069,209.4846538,0.321219684,12.68957259,1.059373908,2458055.989,264.6418739,1.718502972,0
22.4,7.52026282,30400360,0,0.0179445,5.566,0.107319944,1.114015102,13.27133881,211.4593747,429.4721873,0.994459063,44.61903612,1.23357114,2457916.671,70.26882607,0.838238216,0
23.9,10.67666349,428454.875,6,0.000568461,3.51,0.561929744,2.111549076,6.925800702,208.4373326,1120.727933,0.925006843,216.6984653,3.298091309,2457759.64,77.36884601,0.321219798,0
